date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:23	15156/15156	---M-Z	200	added ('OK')	text/html	etag:%223b34-58bacb5d7ae40;5b00ec84cabc0-gzip%22	https://www.w3.org/standards/webarch/metaformats	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/webarch/metaformats.html	(from https://www.w3.org/standards/webarch/)
09:00:23	13503/13503	---M-Z	200	added ('OK')	text/html	etag:%2234bf-58bacb5d7ae40;5b00ec83d49e1-gzip%22	https://www.w3.org/standards/webarch/considerations	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/webarch/considerations.html	(from https://www.w3.org/standards/webarch/)
09:00:23	340/340	---M-Z	200	added ('OK')	application/xml	etag:%22154-54c748abb47c0-gzip%22	https://www.w3.org/standards/semanticweb/news.xml	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/news.xml	(from https://www.w3.org/standards/semanticweb/)
09:00:24	17659/17659	---M-Z	200	added ('OK')	text/html	etag:%2244fb-58bacb5c86c00;5b00ec83d3a41-gzip%22	https://www.w3.org/standards/semanticweb/data	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/data.html	(from https://www.w3.org/standards/semanticweb/)
09:00:24	19654/19654	---M-Z	200	added ('OK')	text/html	etag:%224cc6-58bacb5c86c00;5b00ec82e5916-gzip%22	https://www.w3.org/standards/semanticweb/ontology	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/ontology.html	(from https://www.w3.org/standards/semanticweb/)
09:00:24	15913/15913	---M-Z	200	added ('OK')	text/html	etag:%223e29-58bacb5c86c00;5b00ec83d3a41-gzip%22	https://www.w3.org/standards/semanticweb/query	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/query.html	(from https://www.w3.org/standards/semanticweb/)
09:00:25	15541/15541	---M-Z	200	added ('OK')	text/html	etag:%223cb5-58bacb5c86c00;5b00ec82e5916-gzip%22	https://www.w3.org/standards/semanticweb/inference	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/inference.html	(from https://www.w3.org/standards/semanticweb/)
09:00:25	14865/14865	---M-Z	200	added ('OK')	text/html	etag:%223a11-58bacb5c86c00;5b00ec83d3a41-gzip%22	https://www.w3.org/standards/semanticweb/applications	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/semanticweb/applications.html	(from https://www.w3.org/standards/semanticweb/)
09:00:25	6715/6715	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Apr%202021%2013:00:26%20GMT	https://www.w3.org/standards/xml/news.xml	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/news.2e.delayed	(from https://www.w3.org/standards/xml/)
09:00:26	19524/19524	---M-Z	200	added ('OK')	text/html	etag:%224c44-58bacb6057500;5b00ec939ecf4-gzip%22	https://www.w3.org/standards/xml/core	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/core.html	(from https://www.w3.org/standards/xml/)
09:00:26	12579/12579	---M-Z	200	added ('OK')	text/html	etag:%223123-58bacb6057500;5b00ec939ecf4-gzip%22	https://www.w3.org/standards/xml/exi	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/exi.html	(from https://www.w3.org/standards/xml/)
09:00:27	14585/14585	---M-Z	200	added ('OK')	text/html	etag:%2238f9-58bacb6057500;5b00ec939ecf4-gzip%22	https://www.w3.org/standards/xml/schema	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/schema.html	(from https://www.w3.org/standards/xml/)
09:00:27	15156/15156	---M-Z	200	added ('OK')	text/html	etag:%223b34-58bacb6057500;5b00ec939ecf4-gzip%22	https://www.w3.org/standards/xml/security	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/security.html	(from https://www.w3.org/standards/xml/)
09:00:27	17560/17560	---M-Z	200	added ('OK')	text/html	etag:%224498-58bac32e41f00;5b00ec97da8d2-gzip%22	https://www.w3.org/standards/xml/transformation	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/transformation.html	(from https://www.w3.org/standards/xml/)
09:00:28	11365/11365	---M-Z	200	added ('OK')	text/html	etag:%222c65-58bacb6057500;5b00ec931ad6d-gzip%22	https://www.w3.org/standards/xml/query	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/query.html	(from https://www.w3.org/standards/xml/)
09:00:28	12327/12327	---M-Z	200	added ('OK')	text/html	etag:%223027-58bacb6057500;5b00ec97da8d2-gzip%22	https://www.w3.org/standards/xml/components	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/components.html	(from https://www.w3.org/standards/xml/)
09:00:28	14151/14151	---M-Z	200	added ('OK')	text/html	etag:%223747-58bacb6057500;5b00ec97da8d2-gzip%22	https://www.w3.org/standards/xml/processing	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/processing.html	(from https://www.w3.org/standards/xml/)
09:00:29	16628/16628	---M-Z	200	added ('OK')	text/html	etag:%2240f4-58bacb6057500;5b00ec97da8d2-gzip%22	https://www.w3.org/standards/xml/publishing	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/xml/publishing.html	(from https://www.w3.org/standards/xml/)
09:00:29	345/345	---M-Z	200	added ('OK')	application/xml	etag:%22159-54c748b261780-gzip%22	https://www.w3.org/standards/webofservices/news.xml	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/webofservices/news.xml	(from https://www.w3.org/standards/webofservices/)
09:00:29	348/348	---M-Z	200	added ('OK')	application/xml	etag:%2215c-54c748aac0580-gzip%22	https://www.w3.org/standards/agents/news.xml	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/agents/news.xml	(from https://www.w3.org/standards/agents/)
09:00:30	14374/14374	---M-Z	200	added ('OK')	text/html	etag:%223826-58bacb5c86c00;5b00ec83d3a41-gzip%22	https://www.w3.org/standards/agents/browsers	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/agents/browsers.html	(from https://www.w3.org/standards/agents/)
09:00:30	15766/15766	---M-Z	200	added ('OK')	text/html	etag:%223d96-58bacb5c86c00;5b00ec83d3a41-gzip%22	https://www.w3.org/standards/agents/authoring	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/agents/authoring.html	(from https://www.w3.org/standards/agents/)
09:00:31	17154/17154	---M-Z	200	added ('OK')	text/html	etag:%224302-58bacb5d7ae40-gzip%22	https://www.w3.org/standards/webdesign/script.html	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/webdesign/script-2.html	(from https://www.w3.org/standards/webdesign/htmlcss)
09:00:31	16780/16780	---M-Z	200	added ('OK')	text/html	etag:%22418c-58bacb5d7ae40-gzip%22	https://www.w3.org/standards/webdesign/graphics.html	C:/NEW_BOOTCAMP/Lambda/CIRRICULUMN/WEEKS/2-resources/_GENERAL-RESOURCES/w3c-standard-forHTML/www.w3.org/standards/webdesign/graphics-2.html	(from https://www.w3.org/standards/webdesign/htmlcss)
