Trading_date,Trading_period,Node,Price
1/04/2020,4,AVI2201,45.51
1/04/2020,4,BAL0331,49.46
1/04/2020,4,BDE0111,48.64
1/04/2020,4,BEN2201,45.61
1/04/2020,4,BEN2202,45.61
1/04/2020,4,BLN0331,50.36
1/04/2020,4,BOB0331,50.03
1/04/2020,4,BOB1101,49.99
1/04/2020,4,BPD1101,46.04
1/04/2020,4,BPE0331,47.33
1/04/2020,4,BPE0551,47.32
1/04/2020,4,BPE2201,47.29
1/04/2020,4,BPT1101,46.14
1/04/2020,4,BRB0331,49.86
1/04/2020,4,BRK0331,47.56
1/04/2020,4,BRY0661,48.16
1/04/2020,4,BWK1101,48.03
1/04/2020,4,CBG0111,48.07
1/04/2020,4,CLH0111,44.61
1/04/2020,4,CML0331,46.18
1/04/2020,4,COL0111,43.68
1/04/2020,4,COL0661,43.67
1/04/2020,4,CPK0111,47.48
1/04/2020,4,CPK0331,47.44
1/04/2020,4,CST0331,47.95
1/04/2020,4,CUL0331,48.65
1/04/2020,4,CUL0661,48.71
1/04/2020,4,CYD0331,46.05
1/04/2020,4,CYD2201,46.1
1/04/2020,4,DOB0331,49.53
1/04/2020,4,DOB0661,49.49
1/04/2020,4,DVK0111,47.91
1/04/2020,4,EDG0331,46.23
1/04/2020,4,EDN0331,50.07
1/04/2020,4,FHL0331,46.68
1/04/2020,4,FKN0331,46.44
1/04/2020,4,GFD0331,47.21
1/04/2020,4,GLN0331,49.19
1/04/2020,4,GLN0332,49.19
1/04/2020,4,GOR0331,48.66
1/04/2020,4,GYM0661,49.55
1/04/2020,4,GYT0331,47.43
1/04/2020,4,HAM0111,47.87
1/04/2020,4,HAM0331,48.02
1/04/2020,4,HAM0551,47.97
1/04/2020,4,HAM2201,47.94
1/04/2020,4,HAY0111,47.2
1/04/2020,4,HAY0331,47.18
1/04/2020,4,HAY1101,47.15
1/04/2020,4,HAY2201,47.11
1/04/2020,4,HEN0331,49.38
1/04/2020,4,HEN2201,49.34
1/04/2020,4,HEP0331,49.63
1/04/2020,4,HIN0331,48.43
1/04/2020,4,HKK0661,48.83
1/04/2020,4,HLY0331,48.3
1/04/2020,4,HLY2201,48.28
1/04/2020,4,HOB1101,49.48
1/04/2020,4,HOR0331,47.4
1/04/2020,4,HOR0661,47.35
1/04/2020,4,HTI0331,48.62
1/04/2020,4,HTI1101,48.45
1/04/2020,4,HUI0331,48.08
1/04/2020,4,HWA0331,48.04
1/04/2020,4,HWA0332,48.06
1/04/2020,4,HWA1101,47.93
1/04/2020,4,HWA1102,47.93
1/04/2020,4,HWB0331,47.41
1/04/2020,4,HWB0332,47.41
1/04/2020,4,HWB1101,47.23
1/04/2020,4,HWB2201,47.4
1/04/2020,4,INV0331,49.04
1/04/2020,4,INV2201,49.02
1/04/2020,4,INV2202,49.02
1/04/2020,4,ISL0331,48.35
1/04/2020,4,ISL0661,48.38
1/04/2020,4,ISL2201,48.32
1/04/2020,4,JRD1101,47.91
1/04/2020,4,KAI0111,48.94
1/04/2020,4,KAW0111,45.49
1/04/2020,4,KAW0112,45.66
1/04/2020,4,KAW0113,46.03
1/04/2020,4,KAW1101,45.69
1/04/2020,4,KAW2201,45.93
1/04/2020,4,KBY0661,47.69
1/04/2020,4,KBY0662,47.69
1/04/2020,4,KIK0111,48.93
1/04/2020,4,KIK2201,49.02
1/04/2020,4,KIN0111,48.21
1/04/2020,4,KIN0112,47.93
1/04/2020,4,KIN0113,48.2
1/04/2020,4,KIN0331,48.03
1/04/2020,4,KMO0331,46.79
1/04/2020,4,KOE1101,49.6
1/04/2020,4,KPA1101,47.36
1/04/2020,4,KPO1101,47.85
1/04/2020,4,KPU0661,49.07
1/04/2020,4,KUM0661,48.8
1/04/2020,4,KWA0111,47.35
1/04/2020,4,LFD1101,47.87
1/04/2020,4,LFD1102,47.87
1/04/2020,4,LTN0331,47.37
1/04/2020,4,MAN2201,47.88
1/04/2020,4,MAT1101,45.34
1/04/2020,4,MCH0111,49.36
1/04/2020,4,MDN1101,49.75
1/04/2020,4,MDN2201,49.7
1/04/2020,4,MGM0331,47.95
1/04/2020,4,MHO0331,46.97
1/04/2020,4,MKE1101,48.03
1/04/2020,4,MLG0111,47.25
1/04/2020,4,MLG0331,47.27
1/04/2020,4,MNG0331,49.66
1/04/2020,4,MNG1101,49.57
1/04/2020,4,MNI0111,48.07
1/04/2020,4,MPE1101,49.94
1/04/2020,4,MST0331,47.57
1/04/2020,4,MTI2201,46.5
1/04/2020,4,MTM0331,46.87
1/04/2020,4,MTN0331,47.46
1/04/2020,4,MTO0331,49.83
1/04/2020,4,MTR0331,47.57
1/04/2020,4,NAP2201,45.83
1/04/2020,4,NAP2202,45.83
1/04/2020,4,NMA0331,48.99
1/04/2020,4,NPK0331,47.96
1/04/2020,4,NSY0331,45.96
1/04/2020,4,OAM0331,47.06
1/04/2020,4,OHA2201,45.72
1/04/2020,4,OHB2201,45.77
1/04/2020,4,OHC2201,45.68
1/04/2020,4,OHK2201,46.24
1/04/2020,4,OKI2201,45.9
1/04/2020,4,OKN0111,47.75
1/04/2020,4,ONG0331,48.13
1/04/2020,4,OPK0331,47.75
1/04/2020,4,ORO1101,49.83
1/04/2020,4,ORO1102,49.89
1/04/2020,4,OTA0221,49.38
1/04/2020,4,OTA2201,49.24
1/04/2020,4,OTA2202,49.24
1/04/2020,4,OTI0111,46.47
1/04/2020,4,OWH0111,46.65
1/04/2020,4,PAK0331,49.27
1/04/2020,4,PAO1101,48.72
1/04/2020,4,PEN0221,49.48
1/04/2020,4,PEN0251,49.42
1/04/2020,4,PEN0331,49.46
1/04/2020,4,PEN1101,49.48
1/04/2020,4,PNI0331,47.3
1/04/2020,4,PPI2201,46.04
1/04/2020,4,PRM0331,47.17
1/04/2020,4,RDF0331,46.42
1/04/2020,4,RDF2201,46.3
1/04/2020,4,RFN1101,49.57
1/04/2020,4,RFN1102,49.89
1/04/2020,4,ROS0221,49.68
1/04/2020,4,ROS1101,49.65
1/04/2020,4,ROT0111,46.69
1/04/2020,4,ROT0331,46.71
1/04/2020,4,ROT1101,46.67
1/04/2020,4,ROX1101,46.17
1/04/2020,4,ROX2201,46.49
1/04/2020,4,RPO2201,46.08
1/04/2020,4,SBK0331,48.81
1/04/2020,4,SBK0661,48.79
1/04/2020,4,SDN0331,47.45
1/04/2020,4,SFD0331,47.71
1/04/2020,4,SFD2201,47.64
1/04/2020,4,STK0331,49.22
1/04/2020,4,STK0661,49.45
1/04/2020,4,STK2201,49.2
1/04/2020,4,STU0111,46.82
1/04/2020,4,SVL0331,49.52
1/04/2020,4,SWN0251,49.29
1/04/2020,4,SWN2201,49.26
1/04/2020,4,TAK0331,49.2
1/04/2020,4,TGA0111,46.93
1/04/2020,4,TGA0331,46.95
1/04/2020,4,THI2201,46.04
1/04/2020,4,TIM0111,47.27
1/04/2020,4,TKA0111,47.1
1/04/2020,4,TKA0331,47.14
1/04/2020,4,TKB2201,45.86
1/04/2020,4,TKR0331,47.26
1/04/2020,4,TKU0331,46.78
1/04/2020,4,TKU2201,46.75
1/04/2020,4,TMI0331,47.27
1/04/2020,4,TMK0331,47.86
1/04/2020,4,TMN0551,47.92
1/04/2020,4,TMU0111,48.37
1/04/2020,4,TMU1101,48.34
1/04/2020,4,TNG0111,46.53
1/04/2020,4,TNG0551,46.51
1/04/2020,4,TRK0111,46.63
1/04/2020,4,TRK2201,46.45
1/04/2020,4,TUI1101,47.01
1/04/2020,4,TWC2201,47.26
1/04/2020,4,TWH0331,48.18
1/04/2020,4,TWI2201,49.36
1/04/2020,4,TWZ0331,45.84
1/04/2020,4,UHT0331,47.21
1/04/2020,4,WAI0111,46.33
1/04/2020,4,WAI0501,46.36
1/04/2020,4,WDV0111,47.76
1/04/2020,4,WDV1101,47.75
1/04/2020,4,WEL0331,49.7
1/04/2020,4,WGN0331,47.66
1/04/2020,4,WHI0111,46.27
1/04/2020,4,WHI2201,46.25
1/04/2020,4,WHU0331,48.93
1/04/2020,4,WIL0331,47.3
1/04/2020,4,WIR0331,49.82
1/04/2020,4,WKM2201,46.52
1/04/2020,4,WKO0331,48.91
1/04/2020,4,WPA2201,46.49
1/04/2020,4,WPR0331,48.63
1/04/2020,4,WPR0661,48.48
1/04/2020,4,WPW0331,48.3
1/04/2020,4,WRD0331,49.48
1/04/2020,4,WRK0331,45.88
1/04/2020,4,WRK2201,46.01
1/04/2020,4,WTK0111,45.28
1/04/2020,4,WTK0331,45.33
1/04/2020,4,WTK2201,45.5
1/04/2020,4,WTU0331,46.45
1/04/2020,4,WVY0111,47.91
1/04/2020,4,WWD1102,47.37
1/04/2020,4,WWD1103,47.37
1/04/2020,5,ABY0111,61.36
1/04/2020,5,ALB0331,64.07
1/04/2020,5,ALB1101,64.06
1/04/2020,5,APS0111,59.53
1/04/2020,5,ARA2201,59.55
1/04/2020,5,ARG1101,64.47
1/04/2020,5,ARI1101,61.15
1/04/2020,5,ARI1102,62.15
1/04/2020,5,ASB0661,62.06
1/04/2020,5,ASY0111,63.61
1/04/2020,5,ATI2201,59.94
1/04/2020,5,ATU1101,64.39
1/04/2020,5,AVI2201,59.73
1/04/2020,5,BAL0331,64.23
1/04/2020,5,BDE0111,63.84
1/04/2020,5,BEN2201,59.84
1/04/2020,5,BEN2202,59.84
1/04/2020,5,BLN0331,65.66
1/04/2020,5,BOB0331,64.76
1/04/2020,5,BOB1101,64.72
1/04/2020,5,BPD1101,60.35
1/04/2020,5,BPE0331,61.27
1/04/2020,5,BPE0551,61.27
1/04/2020,5,BPE2201,61.23
1/04/2020,5,BPT1101,59.82
1/04/2020,5,BRB0331,64.54
1/04/2020,5,BRK0331,61.55
1/04/2020,5,BRY0661,62.85
1/04/2020,5,BWK1101,61.4
1/04/2020,5,CBG0111,62.23
1/04/2020,5,CLH0111,57.62
1/04/2020,5,CML0331,61.28
1/04/2020,5,COL0111,56.36
1/04/2020,5,COL0661,56.34
1/04/2020,5,CPK0111,61.51
1/04/2020,5,CPK0331,61.45
1/04/2020,5,CST0331,62
1/04/2020,5,CUL0331,63.49
1/04/2020,5,CUL0661,63.56
1/04/2020,5,CYD0331,61.22
1/04/2020,5,CYD2201,61.28
1/04/2020,5,DOB0331,64.43
1/04/2020,5,DOB0661,64.38
1/04/2020,5,DVK0111,62.07
1/04/2020,5,EDG0331,59.85
1/04/2020,5,EDN0331,65.38
1/04/2020,5,FHL0331,60.43
1/04/2020,5,FKN0331,61.6
1/04/2020,5,GFD0331,61.16
1/04/2020,5,GLN0331,63.68
1/04/2020,5,GLN0332,63.68
1/04/2020,5,GOR0331,63.87
1/04/2020,5,GYM0661,64.41
1/04/2020,5,GYT0331,61.44
1/04/2020,5,HAM0111,61.97
1/04/2020,5,HAM0331,62.16
1/04/2020,5,HAM0551,62.1
1/04/2020,5,HAM2201,62.06
1/04/2020,5,HAY0111,61.15
1/04/2020,5,HAY0331,61.11
1/04/2020,5,HAY1101,61.08
1/04/2020,5,HAY2201,61.03
1/04/2020,5,HEN0331,63.92
1/04/2020,5,HEN2201,63.87
1/04/2020,5,HEP0331,64.25
1/04/2020,5,HIN0331,62.69
1/04/2020,5,HKK0661,63.33
1/04/2020,5,HLY0331,62.52
1/04/2020,5,HLY2201,62.49
1/04/2020,5,HOB1101,64.04
1/04/2020,5,HOR0331,61.06
1/04/2020,5,HOR0661,61
1/04/2020,5,HTI0331,62.95
1/04/2020,5,HTI1101,62.72
1/04/2020,5,HUI0331,62.17
1/04/2020,5,HWA0331,62.03
1/04/2020,5,HWA0332,62.06
1/04/2020,5,HWA1101,61.88
1/04/2020,5,HWA1102,61.88
1/04/2020,5,HWB0331,62.44
1/04/2020,5,HWB0332,62.44
1/04/2020,5,HWB1101,62.07
1/04/2020,5,HWB2201,62.42
1/04/2020,5,INV0331,64.04
1/04/2020,5,INV2201,64.02
1/04/2020,5,INV2202,64.02
1/04/2020,5,ISL0331,63.1
1/04/2020,5,ISL0661,63.15
1/04/2020,5,ISL2201,63.07
1/04/2020,5,JRD1101,61.95
1/04/2020,5,KAI0111,63.87
1/04/2020,5,KAW0111,58.86
1/04/2020,5,KAW0112,59.08
1/04/2020,5,KAW0113,59.59
1/04/2020,5,KAW1101,59.12
1/04/2020,5,KAW2201,59.46
1/04/2020,5,KBY0661,62.32
1/04/2020,5,KBY0662,62.32
1/04/2020,5,KIK0111,63.8
1/04/2020,5,KIK2201,63.95
1/04/2020,5,KIN0111,61.66
1/04/2020,5,KIN0112,61.31
1/04/2020,5,KIN0113,61.57
1/04/2020,5,KIN0331,61.51
1/04/2020,5,KMO0331,60.57
1/04/2020,5,KOE1101,64.2
1/04/2020,5,KPA1101,61.24
1/04/2020,5,KPO1101,61.94
1/04/2020,5,KPU0661,63.52
1/04/2020,5,KUM0661,63.35
1/04/2020,5,KWA0111,61.34
1/04/2020,5,LFD1101,61.24
1/04/2020,5,LFD1102,61.24
1/04/2020,5,LTN0331,61.39
1/04/2020,5,MAN2201,62.55
1/04/2020,5,MAT1101,58.66
1/04/2020,5,MCH0111,64.32
1/04/2020,5,MDN1101,64.4
1/04/2020,5,MDN2201,64.33
1/04/2020,5,MGM0331,62.12
1/04/2020,5,MHO0331,60.86
1/04/2020,5,MKE1101,62.11
1/04/2020,5,MLG0111,61.21
1/04/2020,5,MLG0331,61.23
1/04/2020,5,MNG0331,64.28
1/04/2020,5,MNG1101,64.17
1/04/2020,5,MNI0111,62.16
1/04/2020,5,MPE1101,64.65
1/04/2020,5,MST0331,61.63
1/04/2020,5,MTI2201,60.2
1/04/2020,5,MTM0331,60.67
1/04/2020,5,MTN0331,61.56
1/04/2020,5,MTO0331,64.5
1/04/2020,5,MTR0331,61.61
1/04/2020,5,NAP2201,59.33
1/04/2020,5,NAP2202,59.33
1/04/2020,5,NMA0331,64.01
1/04/2020,5,NPK0331,62.11
1/04/2020,5,NSY0331,60.49
1/04/2020,5,OAM0331,61.37
1/04/2020,5,OHA2201,59.96
1/04/2020,5,OHB2201,60.02
1/04/2020,5,OHC2201,59.9
1/04/2020,5,OHK2201,59.86
1/04/2020,5,OKI2201,59.42
1/04/2020,5,OKN0111,61.84
1/04/2020,5,ONG0331,62.32
1/04/2020,5,OPK0331,61.75
1/04/2020,5,ORO1101,64.91
1/04/2020,5,ORO1102,65
1/04/2020,5,OTA0221,63.91
1/04/2020,5,OTA2201,63.73
1/04/2020,5,OTA2202,63.74
1/04/2020,5,OTI0111,60.15
1/04/2020,5,OWH0111,60.38
1/04/2020,5,PAK0331,63.77
1/04/2020,5,PAO1101,63.06
1/04/2020,5,PEN0221,64.05
1/04/2020,5,PEN0251,63.97
1/04/2020,5,PEN0331,64.02
1/04/2020,5,PEN1101,64.04
1/04/2020,5,PNI0331,61.28
1/04/2020,5,PPI2201,59.6
1/04/2020,5,PRM0331,61.11
1/04/2020,5,RDF0331,60.09
1/04/2020,5,RDF2201,59.93
1/04/2020,5,RFN1101,64.55
1/04/2020,5,RFN1102,64.97
1/04/2020,5,ROS0221,64.3
1/04/2020,5,ROS1101,64.27
1/04/2020,5,ROT0111,60.44
1/04/2020,5,ROT0331,60.46
1/04/2020,5,ROT1101,60.41
1/04/2020,5,ROX1101,60.85
1/04/2020,5,ROX2201,61.42
1/04/2020,5,RPO2201,59.65
1/04/2020,5,SBK0331,63.71
1/04/2020,5,SBK0661,63.68
1/04/2020,5,SDN0331,62.48
1/04/2020,5,SFD0331,61.7
1/04/2020,5,SFD2201,61.63
1/04/2020,5,STK0331,64.21
1/04/2020,5,STK0661,64.43
1/04/2020,5,STK2201,64.18
1/04/2020,5,STU0111,61.39
1/04/2020,5,SVL0331,64.1
1/04/2020,5,SWN0251,63.8
1/04/2020,5,SWN2201,63.76
1/04/2020,5,TAK0331,63.68
1/04/2020,5,TGA0111,60.74
1/04/2020,5,TGA0331,60.77
1/04/2020,5,THI2201,59.61
1/04/2020,5,TIM0111,62.05
1/04/2020,5,TKA0111,61.83
1/04/2020,5,TKA0331,61.87
1/04/2020,5,TKB2201,60.11
1/04/2020,5,TKR0331,61.23
1/04/2020,5,TKU0331,60.56
1/04/2020,5,TKU2201,60.51
1/04/2020,5,TMI0331,61.19
1/04/2020,5,TMK0331,62.82
1/04/2020,5,TMN0551,62.01
1/04/2020,5,TMU0111,62.61
1/04/2020,5,TMU1101,62.58
1/04/2020,5,TNG0111,60.24
1/04/2020,5,TNG0551,60.21
1/04/2020,5,TRK0111,60.35
1/04/2020,5,TRK2201,60.13
1/04/2020,5,TUI1101,60.86
1/04/2020,5,TWC2201,61.29
1/04/2020,5,TWH0331,62.37
1/04/2020,5,TWI2201,64.47
1/04/2020,5,TWZ0331,60.11
1/04/2020,5,UHT0331,61.16
1/04/2020,5,WAI0111,59.94
1/04/2020,5,WAI0501,59.99
1/04/2020,5,WDV0111,61.88
1/04/2020,5,WDV1101,61.86
1/04/2020,5,WEL0331,64.33
1/04/2020,5,WGN0331,61.87
1/04/2020,5,WHI0111,59.89
1/04/2020,5,WHI2201,59.87
1/04/2020,5,WHU0331,63.34
1/04/2020,5,WIL0331,61.28
1/04/2020,5,WIR0331,64.49
1/04/2020,5,WKM2201,60.22
1/04/2020,5,WKO0331,63.32
1/04/2020,5,WPA2201,60.18
1/04/2020,5,WPR0331,63.47
1/04/2020,5,WPR0661,63.28
1/04/2020,5,WPW0331,62.58
1/04/2020,5,WRD0331,64.06
1/04/2020,5,WRK0331,59.39
1/04/2020,5,WRK2201,59.57
1/04/2020,5,WTK0111,59.44
1/04/2020,5,WTK0331,59.5
1/04/2020,5,WTK2201,59.73
1/04/2020,5,WTU0331,60.13
1/04/2020,5,WVY0111,62.36
1/04/2020,5,WWD1102,61.36
1/04/2020,5,WWD1103,61.36
1/04/2020,6,ABY0111,52.4
1/04/2020,6,ALB0331,54.98
1/04/2020,6,ALB1101,54.97
1/04/2020,6,APS0111,50.3
1/04/2020,6,ARA2201,51.11
1/04/2020,6,ARG1101,54.47
1/04/2020,6,ARI1101,52.47
1/04/2020,6,ARI1102,53.33
1/04/2020,6,ASB0661,52.43
1/04/2020,6,ASY0111,53.74
1/04/2020,6,ATI2201,51.44
1/04/2020,6,ATU1101,54.4
1/04/2020,6,AVI2201,50.46
1/04/2020,6,BAL0331,55.35
1/04/2020,6,BDE0111,54.42
1/04/2020,6,BEN2201,50.55
1/04/2020,6,BEN2202,50.55
1/04/2020,6,BLN0331,55.48
1/04/2020,6,BOB0331,55.57
1/04/2020,6,BOB1101,55.54
1/04/2020,6,BPD1101,50.84
1/04/2020,6,BPE0331,52.58
1/04/2020,6,BPE0551,52.58
1/04/2020,6,BPE2201,52.54
1/04/2020,6,BPT1101,50.71
1/04/2020,6,BRB0331,55.38
1/04/2020,6,BRK0331,52.82
1/04/2020,6,BRY0661,53.1
1/04/2020,6,BWK1101,53.74
1/04/2020,6,CBG0111,53.4
1/04/2020,6,CLH0111,48.68
1/04/2020,6,CML0331,51.87
1/04/2020,6,COL0111,47.62
1/04/2020,6,COL0661,47.6
1/04/2020,6,CPK0111,52.74
1/04/2020,6,CPK0331,52.69
1/04/2020,6,CST0331,53.21
1/04/2020,6,CUL0331,53.65
1/04/2020,6,CUL0661,53.7
1/04/2020,6,CYD0331,51.83
1/04/2020,6,CYD2201,51.88
1/04/2020,6,DOB0331,54.44
1/04/2020,6,DOB0661,54.4
1/04/2020,6,DVK0111,53.26
1/04/2020,6,EDG0331,51.36
1/04/2020,6,EDN0331,56.02
1/04/2020,6,FHL0331,51.86
1/04/2020,6,FKN0331,52.13
1/04/2020,6,GFD0331,52.48
1/04/2020,6,GLN0331,54.64
1/04/2020,6,GLN0332,54.64
1/04/2020,6,GOR0331,54.45
1/04/2020,6,GYM0661,54.42
1/04/2020,6,GYT0331,52.72
1/04/2020,6,HAM0111,53.18
1/04/2020,6,HAM0331,53.35
1/04/2020,6,HAM0551,53.29
1/04/2020,6,HAM2201,53.26
1/04/2020,6,HAY0111,52.48
1/04/2020,6,HAY0331,52.45
1/04/2020,6,HAY1101,52.42
1/04/2020,6,HAY2201,52.38
1/04/2020,6,HEN0331,54.85
1/04/2020,6,HEN2201,54.81
1/04/2020,6,HEP0331,55.13
1/04/2020,6,HIN0331,53.8
1/04/2020,6,HKK0661,53.51
1/04/2020,6,HLY0331,53.65
1/04/2020,6,HLY2201,53.63
1/04/2020,6,HOB1101,54.96
1/04/2020,6,HOR0331,51.59
1/04/2020,6,HOR0661,51.54
1/04/2020,6,HTI0331,54.02
1/04/2020,6,HTI1101,53.83
1/04/2020,6,HUI0331,53.35
1/04/2020,6,HWA0331,53.23
1/04/2020,6,HWA0332,53.25
1/04/2020,6,HWA1101,53.1
1/04/2020,6,HWA1102,53.1
1/04/2020,6,HWB0331,53.05
1/04/2020,6,HWB0332,53.05
1/04/2020,6,HWB1101,52.84
1/04/2020,6,HWB2201,53.03
1/04/2020,6,INV0331,54.87
1/04/2020,6,INV2201,54.85
1/04/2020,6,INV2202,54.85
1/04/2020,6,ISL0331,53.32
1/04/2020,6,ISL0661,53.36
1/04/2020,6,ISL2201,53.29
1/04/2020,6,JRD1101,53.16
1/04/2020,6,KAI0111,53.97
1/04/2020,6,KAW0111,50.51
1/04/2020,6,KAW0112,50.7
1/04/2020,6,KAW0113,51.14
1/04/2020,6,KAW1101,50.73
1/04/2020,6,KAW2201,51.02
1/04/2020,6,KBY0661,52.65
1/04/2020,6,KBY0662,52.65
1/04/2020,6,KIK0111,53.9
1/04/2020,6,KIK2201,54.03
1/04/2020,6,KIN0111,52.91
1/04/2020,6,KIN0112,52.58
1/04/2020,6,KIN0113,52.83
1/04/2020,6,KIN0331,52.72
1/04/2020,6,KMO0331,51.93
1/04/2020,6,KOE1101,55.09
1/04/2020,6,KPA1101,52.56
1/04/2020,6,KPO1101,53.15
1/04/2020,6,KPU0661,54.51
1/04/2020,6,KUM0661,53.52
1/04/2020,6,KWA0111,52.64
1/04/2020,6,LFD1101,52.54
1/04/2020,6,LFD1102,52.54
1/04/2020,6,LTN0331,52.61
1/04/2020,6,MAN2201,53.57
1/04/2020,6,MAT1101,50.34
1/04/2020,6,MCH0111,54.35
1/04/2020,6,MDN1101,55.26
1/04/2020,6,MDN2201,55.21
1/04/2020,6,MGM0331,53.31
1/04/2020,6,MHO0331,52.23
1/04/2020,6,MKE1101,53.3
1/04/2020,6,MLG0111,52.53
1/04/2020,6,MLG0331,52.55
1/04/2020,6,MNG0331,55.16
1/04/2020,6,MNG1101,55.06
1/04/2020,6,MNI0111,53.34
1/04/2020,6,MPE1101,55.48
1/04/2020,6,MST0331,52.88
1/04/2020,6,MTI2201,51.66
1/04/2020,6,MTM0331,52.02
1/04/2020,6,MTN0331,52.83
1/04/2020,6,MTO0331,55.35
1/04/2020,6,MTR0331,52.87
1/04/2020,6,NAP2201,50.91
1/04/2020,6,NAP2202,50.91
1/04/2020,6,NMA0331,54.82
1/04/2020,6,NPK0331,53.3
1/04/2020,6,NSY0331,51.38
1/04/2020,6,OAM0331,51.2
1/04/2020,6,OHA2201,50.67
1/04/2020,6,OHB2201,50.72
1/04/2020,6,OHC2201,50.62
1/04/2020,6,OHK2201,51.37
1/04/2020,6,OKI2201,50.99
1/04/2020,6,OKN0111,53.07
1/04/2020,6,ONG0331,53.48
1/04/2020,6,OPK0331,52.99
1/04/2020,6,ORO1101,54.84
1/04/2020,6,ORO1102,54.92
1/04/2020,6,OTA0221,54.85
1/04/2020,6,OTA2201,54.69
1/04/2020,6,OTA2202,54.7
1/04/2020,6,OTI0111,50.83
1/04/2020,6,OWH0111,51.8
1/04/2020,6,PAK0331,54.73
1/04/2020,6,PAO1101,54.12
1/04/2020,6,PEN0221,54.97
1/04/2020,6,PEN0251,54.89
1/04/2020,6,PEN0331,54.94
1/04/2020,6,PEN1101,54.96
1/04/2020,6,PNI0331,52.59
1/04/2020,6,PPI2201,51.15
1/04/2020,6,PRM0331,52.44
1/04/2020,6,RDF0331,51.56
1/04/2020,6,RDF2201,51.43
1/04/2020,6,RFN1101,54.54
1/04/2020,6,RFN1102,54.9
1/04/2020,6,ROS0221,55.18
1/04/2020,6,ROS1101,55.15
1/04/2020,6,ROT0111,51.86
1/04/2020,6,ROT0331,51.88
1/04/2020,6,ROT1101,51.83
1/04/2020,6,ROX1101,51.66
1/04/2020,6,ROX2201,52.01
1/04/2020,6,RPO2201,51.19
1/04/2020,6,SBK0331,53.83
1/04/2020,6,SBK0661,53.8
1/04/2020,6,SDN0331,53.09
1/04/2020,6,SFD0331,52.94
1/04/2020,6,SFD2201,52.89
1/04/2020,6,STK0331,54.25
1/04/2020,6,STK0661,54.44
1/04/2020,6,STK2201,54.23
1/04/2020,6,STU0111,51.74
1/04/2020,6,SVL0331,55.01
1/04/2020,6,SWN0251,54.75
1/04/2020,6,SWN2201,54.71
1/04/2020,6,TAK0331,54.65
1/04/2020,6,TGA0111,52.08
1/04/2020,6,TGA0331,52.11
1/04/2020,6,THI2201,51.15
1/04/2020,6,TIM0111,52.4
1/04/2020,6,TKA0111,52.71
1/04/2020,6,TKA0331,52.75
1/04/2020,6,TKB2201,50.79
1/04/2020,6,TKR0331,52.54
1/04/2020,6,TKU0331,51.97
1/04/2020,6,TKU2201,51.93
1/04/2020,6,TMI0331,52.41
1/04/2020,6,TMK0331,53.06
1/04/2020,6,TMN0551,53.21
1/04/2020,6,TMU0111,53.73
1/04/2020,6,TMU1101,53.7
1/04/2020,6,TNG0111,51.69
1/04/2020,6,TNG0551,51.67
1/04/2020,6,TRK0111,51.79
1/04/2020,6,TRK2201,51.6
1/04/2020,6,TUI1101,52.22
1/04/2020,6,TWC2201,52.6
1/04/2020,6,TWH0331,53.52
1/04/2020,6,TWI2201,55.23
1/04/2020,6,TWZ0331,50.79
1/04/2020,6,UHT0331,52.49
1/04/2020,6,WAI0111,51.43
1/04/2020,6,WAI0501,51.48
1/04/2020,6,WDV0111,53.1
1/04/2020,6,WDV1101,53.09
1/04/2020,6,WEL0331,55.21
1/04/2020,6,WGN0331,53.09
1/04/2020,6,WHI0111,51.4
1/04/2020,6,WHI2201,51.38
1/04/2020,6,WHU0331,54.36
1/04/2020,6,WIL0331,52.59
1/04/2020,6,WIR0331,55.34
1/04/2020,6,WKM2201,51.68
1/04/2020,6,WKO0331,54.34
1/04/2020,6,WPA2201,51.66
1/04/2020,6,WPR0331,53.63
1/04/2020,6,WPR0661,53.47
1/04/2020,6,WPW0331,53.64
1/04/2020,6,WRD0331,54.97
1/04/2020,6,WRK0331,50.96
1/04/2020,6,WRK2201,51.12
1/04/2020,6,WTK0111,50.2
1/04/2020,6,WTK0331,50.25
1/04/2020,6,WTK2201,50.44
1/04/2020,6,WTU0331,51.6
1/04/2020,6,WVY0111,53.52
1/04/2020,6,WWD1102,52.65
1/04/2020,6,WWD1103,52.65
1/04/2020,7,ABY0111,52.4
1/04/2020,7,ALB0331,54.99
1/04/2020,7,ALB1101,54.98
1/04/2020,7,APS0111,50.28
1/04/2020,7,ARA2201,51.09
1/04/2020,7,ARG1101,54.45
1/04/2020,7,ARI1101,52.37
1/04/2020,7,ARI1102,53.33
1/04/2020,7,ASB0661,52.41
1/04/2020,7,ASY0111,53.72
1/04/2020,7,ATI2201,51.41
1/04/2020,7,ATU1101,54.38
1/04/2020,7,AVI2201,50.44
1/04/2020,7,BAL0331,55.45
1/04/2020,7,BDE0111,54.57
1/04/2020,7,BEN2201,50.53
1/04/2020,7,BEN2202,50.53
1/04/2020,7,BLN0331,55.46
1/04/2020,7,BOB0331,55.58
1/04/2020,7,BOB1101,55.54
1/04/2020,7,BPD1101,50.82
1/04/2020,7,BPE0331,52.56
1/04/2020,7,BPE0551,52.55
1/04/2020,7,BPE2201,52.52
1/04/2020,7,BPT1101,50.69
1/04/2020,7,BRB0331,55.39
1/04/2020,7,BRK0331,52.8
